"|","|__$date","|__$oid","_id__$oid","bonusPointsEarned","bonusPointsEarnedReason","createDate__$date","dateScanned__$date","finishedDate__$date","modifyDate__$date","pointsAwardedDate__$date","pointsEarned","purchaseDate__$date","purchasedItemCount","rewardsReceiptItemList__deleted","rewardsReceiptItemList__brandCode","rewardsReceiptItemList__competitorRewardsGroup","rewardsReceiptItemList__barcode","rewardsReceiptItemList__competitiveProduct","rewardsReceiptItemList__description","rewardsReceiptItemList__discountedItemPrice","rewardsReceiptItemList__finalPrice","rewardsReceiptItemList__itemNumber","rewardsReceiptItemList__itemPrice","rewardsReceiptItemList__metabriteCampaignId","rewardsReceiptItemList__originalReceiptItemText","rewardsReceiptItemList__needsFetchReview","rewardsReceiptItemList__originalFinalPrice","rewardsReceiptItemList__originalMetaBriteBarcode","rewardsReceiptItemList__originalMetaBriteItemPrice","rewardsReceiptItemList__originalMetaBriteDescription","rewardsReceiptItemList__needsFetchReviewReason","rewardsReceiptItemList__originalMetaBriteQuantityPurchased","rewardsReceiptItemList__partnerItemId","rewardsReceiptItemList__priceAfterCoupon","rewardsReceiptItemList__pointsEarned","rewardsReceiptItemList__pointsNotAwardedReason","rewardsReceiptItemList__pointsPayerId","rewardsReceiptItemList__preventTargetGapPoints","rewardsReceiptItemList__quantityPurchased","rewardsReceiptItemList__rewardsGroup","rewardsReceiptItemList__rewardsProductPartnerId","rewardsReceiptItemList__targetPrice","rewardsReceiptItemList__userFlaggedBarcode","rewardsReceiptItemList__userFlaggedDescription","rewardsReceiptItemList__userFlaggedNewItem","rewardsReceiptItemList__userFlaggedPrice","rewardsReceiptItemList__userFlaggedQuantity","rewardsReceiptStatus","totalSpent","userId"
"","","","","","","","","","","","","","","","","","","","124 PLAY DOH","0.56","0.56","","0.56","","124 PLAY DOH","","","","","","","","1173","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","125 DGCHOC1PC","1.33","1.33","","1.33","","125 DGCHOC1PC","","","","","","","","1175","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Sour Cream","4.28","4.28","","4.28","","126 SOURCREAM","","","","","","","","1177","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","127 EGGS600T","9.12","9.12","","9.12","","127 EGGS600T","","","","","","","","1179","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","FA9 HOUSEKIT","11.23","11.23","","11.23","","FA9 HOUSEKIT","","","","","","","","1184","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","130 19 MILK","3.79","3.79","","3.79","","130 19 MILK","","","","","","","","1186","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","123 PLAYDOH","0.56","0.56","","0.56","","123 PLAYDOH","","","","","","","","1191","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","124 PLAY DOH","0.56","0.56","","0.56","","124 PLAY DOH","","","","","","","","1192","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","125 DGCHOC1PC","1.33","1.33","","1.33","","125 DGCHOC1PC","","","","","","","","1193","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Sour Cream","4.28","4.28","","4.28","","126 SOURCREAM","","","","","","","","1194","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Eggs","9.12","9.12","","9.12","","127 EGGS 60CT","","","","","","","","1195","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","129 HOUSE KIT","11.23","11.23","","11.23","","129 HOUSE KIT","","","","","","","","1197","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","130 196 MILK","3.79","3.79","","3.79","","130 196 MILK","","","","","","","","1199","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Apple Juice","3.38","3.38","","3.38","","131 APPLE JUICE","","","","","","","","1201","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","132 CHEESESAUCE","2.34","2.34","","2.34","","132 CHEESESAUCE","","","","","","","","1202","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","133 CHEESESAUCE","2.34","2.34","","2.34","","133 CHEESESAUCE","","","","","","","","1203","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","134 CHEESESAUCE","2.34","2.34","","2.34","","134 CHEESESAUCE","","","","","","","","1204","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","135 CHEESESAUCE","2.34","2.34","","2.34","","135 CHEESESAUCE","","","","","","","","1205","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","136 CHEESESAUCE","2.34","2.34","","2.34","","136 CHEESESAUCE","","","","","","","","1206","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","13-7 CHEESESAUCE","2.34","2.34","","2.34","","13-7 CHEESESAUCE","","","","","","","","1207","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","138 CHEESESAUCE","2.34","2.34","","2.34","","138 CHEESESAUCE","","","","","","","","1209","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","139 CHEESESAUCE","2.34","2.34","","2.34","","139 CHEESESAUCE","","","","","","","","1211","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","140 CVVEESESAUCE","2.34","2.34","","2.34","","140 CVVEESESAUCE","","","","","","","","1212","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","141 CHEESESAUCE","2.34","2.34","","2.34","","141 CHEESESAUCE","","","","","","","","1213","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","142 CHEESESAUCE","2.34","2.34","","2.34","","142 CHEESESAUCE","","","","","","","","1214","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","143 CHEESESAUCE","2.34","2.34","","2.34","","143 CHEESESAUCE","","","","","","","","1215","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","144 10X10 3D PL","12.62","12.62","","12.62","","144 10X10 3D PL","","","","","","","","1217","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","145 CRAFTS","12.62","12.62","","12.62","","145 CRAFTS","","","","","","","","1218","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","146 MSLRG RLNG","45.86","45.86","","45.86","","146 MSLRG RLNG","","","","","","","","1219","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HEMPLER'S","OSCAR MAYER BACON","021834033316","","HMPL CRD PPR SLCD PRK BCN WRP 20 OZ","3.49","3.49","","3.49","","230 HEMPLERS PEPPER","","","","","","","","1366","","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","JOHN SOULES FOODS","T.G.I. FRIDAY'S FROZEN APPETIZER","034695123621","","JHN SLS FDS CHCK BRST STRP FJT RIB MT FLY CKD KP FRZN ENTR BAG 16 OZ","6.99","6.99","","6.99","","233 JOHN SOULES","","","","","","","","1372","","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","234 JNOTRKYBRST BNLS","10.99","10.99","","10.99","","234 JNOTRKYBRST BNLS","","","","","","","","1374","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","COLEMAN NATURAL","OSCAR MAYER BACON","051611165893","","CLMN HCKR SMKD SLCD PRK BCN WRP 12 OZ","11.98","11.98","","11.98","","235 COLEMAN BA","","","","","","","","1376","","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","JIMMY DEAN","OSCAR MAYER SAUSAGE LINK","","True","236 JIMMYDEAN","6.98","6.98","","6.98","","236 JIMMYDEAN","","","","","","","","1378","","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","SIGNATURE","","23572500000","","Signature Roast Beef","17.97","17.97","","17.97","","237 SIG FRM BE","","","","","","","","1380","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Jalapeno Peppers","2.69","2.69","","2.69","","238 JALAPENO PEPPERS","","","","","","","","1382","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","FRESH EXPRESS","","071279275024","","FRSH EXP BBY SPNC SWT RED BBY BTR LTC TNDR RBY RDS PRCT SLD MIX MLDD TRY 10 OZ","8.58","8.58","","8.58","","239 FRSH EXP S","","","","","","","","1384","","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","241 STRAVVBERRIES1LB","5.99","5.99","","5.99","","241 STRAVVBERRIES1LB","","","","","","","","1388","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","PEPSI","","012000106057","","DIET PEPSI SODA COLA CAN IN FRIDGE PCK BX 18 CT 216 OZ","8.99","8.99","","8.99","DIET PEPSI 12 OZ 15+ COUNT","242 PEPSIDIET SODA","","","","","","","","1390","","","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","","1","DIET PEPSI 12 OZ 15+ COUNT","5332f5fbe4b03c9a25efd0ba","","","","","","","","",""
"","","","","","","","","","","","","","","","PEPSI","","012000000171","","REGULAR PEPSI SODA COLA CAN 24 CT 288 OZ","8.99","8.99","","8.99","PEPSI 12 OZ 24+ COUNT","243 PEPSI","","","","","","","","1392","","","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","","1","PEPSI 12 OZ 24+ COUNT","5332f5fbe4b03c9a25efd0ba","","","","","","","","",""
"","","","","","","","","","","","","","","","MOUNTAIN DEW","","012000010736","","MTN DEW CITRUS CHERRY SODA CITRUS CHERRY CAN 1 CT 12 OZ","17.98","17.98","","17.98","MOUNTAIN DEW CITRUS CHERRY 12 OZ","244 MOUNTAIN D","","","","","","","","1394","","","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","","1","MOUNTAIN DEW CITRUS CHERRY 12 OZ","5332f5fbe4b03c9a25efd0ba","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","247 GRAPERASP","3.75","3.75","","3.75","","247 GRAPERASP","","","","","","","","1400","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","248 SIG CRAN RSP JUICE","1.69","1.69","","1.69","","248 SIG CRAN RSP JUICE","","","","","","","","1402","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","249 SIG CRANAPLUUICE","1.69","1.69","","1.69","","249 SIG CRANAPLUUICE","","","","","","","","1404","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","250 SIG CRAN RSP JUICE","2.99","2.99","","2.99","","250 SIG CRAN RSP JUICE","","","","","","","","1406","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","251.OOAKER OATS","3.99","3.99","","3.99","","251.OOAKER OATS","","","","","","","","1408","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","252 WHOLE KERN","1.96","1.96","","1.96","","252 WHOLE KERN","","","","","","","","1410","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","2TT KRAZYKRIT","2.98","2.98","","2.98","","2TT KRAZYKRIT","","","","","","","","1412","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","254 KRAZYKRITTER","1.49","1.49","","1.49","","254 KRAZYKRITTER","","","","","","","","1414","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","381 BENJERRYSI","5.59","5.59","","5.59","","381 BENJERRYSI","","","","","","","","1417","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","BEN AND JERRYS","","076840400218","","BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212","5.59","5.59","","5.59","BEN AND JERRYS ICE CREAM","382 BEN JERRYSI","","","","","","","","1419","","55.9","","5332f5f6e4b03c9a25efd0b4","","1","BEN AND JERRYS ICE CREAM","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","BEN AND JERRYS","","076840400218","","BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212","5.59","5.59","","5.59","BEN AND JERRYS ICE CREAM","383 BEN JERRYSI","","","","","","","","1421","","55.9","","5332f5f6e4b03c9a25efd0b4","","1","BEN AND JERRYS ICE CREAM","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","REESE'S","","","","384 REESES PIECE","0.99","0.99","","0.99","","384 REESES PIECE","","","","","","","","1423","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","385 MOUNTAIN DE","17.99","17.99","","17.99","","385 MOUNTAIN DE","","","","","","","","1425","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","SPARKLING ICE","","","","386 SPARKLINGI","23.98","23.98","","23.98","","386 SPARKLINGI","","","","","","","","1427","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","DOLE","","071430000724","","DL CTRS DRSN CBG CRT GRN ONN KL RMN SWT ONN SNFL CRNC FRSH SLD KIT BAG 26.4 OZ","8.98","8.98","","8.98","","388 DOLE SALAD K","","","","","","","","1431","","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","391 AST MINICL","11.99","11.99","","11.99","","391 AST MINICL","","","","","","","","1437","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","LINDT","","037466016023","","LNDT MLK BNY TRY EAST 1.7 OZ","3.37","3.37","","3.37","","392 LINDT BUNNIE","","","","","","","","1439","","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","KIT KAT","","","","395 KIT KAT BUNN","6.74","6.74","","6.74","","395 KIT KAT BUNN","","","","","","","","1445","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","CHEERIOS","","016000124790","","Honey Nut Cheerios Rte Cereal - Medium Size","2.49","2.49","","2.49","HONEY NUT CHEERIOS CEREAL MEDIUM SIZE","397 GM HNY NUTC","","","","","","","","1449","","","Action not allowed for user and CPG","5332f5f3e4b03c9a25efd0ae","","1","HONEY NUT CHEERIOS CEREAL MEDIUM SIZE","5332f5f3e4b03c9a25efd0ae","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","398 GM HNYNUTC","3.49","3.49","","3.49","","398 GM HNYNUTC","","","","","","","","1451","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","4023","","Flame Red Seedless Grapes","5.74","5.74","","5.74","","399 GRAPES RED","","","","","","","","1453","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","3283","","Large Honeycrisp Apples","3.99","3.99","","3.99","","400 APPLES KIKU","","","","","","","","1455","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HERSHEY'S KISSES","","","","401 HERSHEY KISS","2.34","2.34","","2.34","","401 HERSHEY KISS","","","","","","","","1457","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HERSHEY'S KISSES","","","","402 HERSHEY KISS","2.34","2.34","","2.34","","402 HERSHEY KISS","","","","","","","","1459","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","403 KERRJARS","14.99","14.99","","14.99","","403 KERRJARS","","","","","","","","1461","","","","","","1","","","","","","","","","","",""
"","","","600a1e270a720f0535000009","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1611275815000","1611275815000","1611276492000","1611276595000","1611276492000","1135.1","1611187200000","196","","BORDEN","","815473013279","","Borden 2% Reduced Fat Milk","4.29","4.29","","4.29","","BORDEN 2% MILK, 1/2 GAL","","","","","","","","1013","","","","","","1","","","","","","","","","FINISHED","944.15","600a1ddf50b33111943851a2"
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","5.06","5.06","","5.06","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1015","","","","","","2","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","7.53","7.53","","7.53","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1017","","","","","","3","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","7.29","7.29","","7.29","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1019","","","","","","3","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","16.44","16.44","","16.44","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1021","","","","","","6","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Chicken","15.03","15.03","","15.03","","KNOTR CREARNY CHICKEN","","","","","","","","1023","","","","","","9","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","GMILLS LCKYCART","10.99","10.99","","10.99","","GMILLS LCKYCART","","","","","","","","1029","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","BCDLGHTS BRSMX0.99","0.79","0.79","","0.79","","BCDLGHTS BRSMX0.99","","","","","","","","1030","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","BCHRSHYCHOCFRST","1.98","1.98","","1.98","","BCHRSHYCHOCFRST","","","","","","","","1031","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","GMILLSCHEX","1.49","1.49","","1.49","","GMILLSCHEX","","","","","","","","1032","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","GM CEREALRICE","2.49","2.49","","2.49","","GM CEREALRICE","","","","","","","","1033","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","GM CEREALCRN","2.49","2.49","","2.49","","GM CEREALCRN","","","","","","","","1034","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","BCPEANUTBUTTER","3.79","3.79","","3.79","","BCPEANUTBUTTER","","","","","","","","1035","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","JACKLINKSORIGINA","5.99","5.99","","5.99","","JACKLINKSORIGINA","","","","","","","","1036","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","TROLLISOU","6.98","6.98","","6.98","","TROLLISOU","","","","","","","","1037","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KRAFTVELVEETASHE","5.99","5.99","","5.99","","KRAFTVELVEETASHE","","","","","","","","1038","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","CRACKER BARREL","","511111802358","False","CRACKER BARREL","28.14","28.14","","28.14","CRACKER BARREL CHEESE - CHUNK","CRCKRBRL","","","","","","","","1039","","140.7","","559c2234e4b06aca36af13c6","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","DRBITGUM","6.45","6.45","","6.45","","DRBITGUM","","","","","","","","1041","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","CHEEZITCRCKR","6.49","6.49","","6.49","","CHEEZITCRCKR","","","","","","","","1042","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","SUNSHINEC","4.98","4.98","","4.98","","SUNSHINEC","","","","","","","","1043","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","FOLGERS","GEVALIA KAFFE KEURIG COFFEE PODS","025500202310","True","Folgers Gourmet Selections Coffee - Classic Roast","9.99","9.99","","9.99","","FOLGERS COFFCLSC","","","","","","","","1044","","","","","","1","SWISS MISS CAFÉ","5e825d64f221c312e698a62a","","","","","","","","",""
"","","","","","","","","","","","","","","","FOLGERS","MAXWELL HOUSE GROUND COFFEE","","True","FOLGERS COFFEE","9.99","9.99","","9.99","","FOLGERS COFFEE","","","","","","","","1045","","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","PLNTRCASHEWS33OZ","14.99","14.99","","14.99","","PLNTRCASHEWS33OZ","","","","","","","","1047","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLLGOFUNPACKCRL","4.99","4.99","","4.99","","KLLGOFUNPACKCRL","","","","","","","","1051","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","FRUITYSNACKS","5.99","5.99","","5.99","","FRUITYSNACKS","","","","","","","","1054","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","PRGUSORGCRISPS","2.99","2.99","","2.99","","PRGUSORGCRISPS","","","","","","","","1055","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","PRINGLES","","","","PRINGLES CRISPS","2.99","2.99","","2.99","","PRINGLES CRISPS","","","","","","","","1056","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","KELLOGG'S","","","","KLLGG S CEREAL","4.99","4.99","","4.99","","KLLGG S CEREAL","","","","","","","","1057","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","MARTINELLI'S","","","","MARTINELLI","4.98","4.98","","4.98","","MARTINELLI","","","","","","","","1058","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","MARTINELLISSPARKL","2.49","2.49","","2.49","","MARTINELLISSPARKL","","","","","","","","1059","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","WISHBONERUSSIAN","3.29","3.29","","3.29","","WISHBONERUSSIAN","","","","","","","","1060","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","BRASWELLDRSSNGVIL","5.49","5.49","","5.49","","BRASWELLDRSSNGVIL","","","","","","","","1063","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HELLMANN'S/BEST FOODS","","048001213517","","BST FDS SPRD MYNS JAR 30 FL OZ","4.28","4.28","","4.28","BEST FOODS MAYONNAISE","BEST FOODS","","","","","","","","1065","","","","","","1","BEST FOODS MAYONNAISE","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","CMPBLCRM","1.98","1.98","","1.98","","CMPBLCRM","","","","","","","","1067","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","MCCORMICK GRILL MATES","A.1. DRY RUB","","","MCGRILLMATES","1.99","1.99","","1.99","","MCGRILLMATES","","","","","","","","1069","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","NNCE","3.97","3.97","","3.97","","NNCE","","","","","","","","1073","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","LEGO71029","4.99","4.99","","4.99","","LEGO71029","","","","","","","","1074","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","LEGO 71029","4.99","4.99","","4.99","","LEGO 71029","","","","","","","","1075","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","BENJERRYSI","3.49","3.49","","3.49","","BENJERRYSI","","","","","","","","1084","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","BEN AND JERRYS","","076840400218","","BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212","3.49","3.49","","3.49","BEN AND JERRYS ICE CREAM","BEN JERRYSI","","","","","","","","1085","","34.9","","5332f5f6e4b03c9a25efd0b4","","1","BEN AND JERRYS ICE CREAM","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","BEN AND JERRYS","","076840400218","","BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212","3.49","3.49","","3.49","BEN AND JERRYS ICE CREAM","BEN JERRYSI","","","","","","","","1086","","34.9","","5332f5f6e4b03c9a25efd0b4","","1","BEN AND JERRYS ICE CREAM","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","BEN AND JERRYS","","076840400218","","BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212","4.49","4.49","","4.49","BEN AND JERRYS ICE CREAM","BEN JERRYSI","","","","","","","","1087","","44.9","","5332f5f6e4b03c9a25efd0b4","","1","BEN AND JERRYS ICE CREAM","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","BEN AND JERRYS","","076840400218","","BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212","3.49","3.49","","3.49","BEN AND JERRYS ICE CREAM","BEN JERRYSI","","","","","","","","1089","","34.9","","5332f5f6e4b03c9a25efd0b4","","1","BEN AND JERRYS ICE CREAM","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","100 STO BABYSPR","5.99","5.99","","5.99","","100 STO BABYSPR","","","","","","","","1118","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","101 LEGO 71029","4.99","4.99","","4.99","","101 LEGO 71029","","","","","","","","1119","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","102 PCJAMIE PANEL","23.99","23.99","","23.99","","102 PCJAMIE PANEL","","","","","","","","1120","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","103 PCJAMIE PANEL","23.99","23.99","","23.99","","103 PCJAMIE PANEL","","","","","","","","1121","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","104 SFOW","3.05","3.05","","3.05","","104 SFOW","","","","","","","","1122","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","IOS MYLIFEAS","8.87","8.87","","8.87","","IOS MYLIFEAS","","","","","","","","1123","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","TO6 LEGO 30554","4.97","4.97","","4.97","","TO6 LEGO 30554","","","","","","","","1124","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","107 LEGO 30554","4.97","4.97","","4.97","","107 LEGO 30554","","","","","","","","1125","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","IO8 REINFRCMENT","1.93","1.93","","1.93","","IO8 REINFRCMENT","","","","","","","","1126","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","130 196 MILK","3.79","3.79","","3.79","","130 196 MILK","","","","","","","","1131","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Apple Juice","3.38","3.38","","3.38","","131 APPLEJUICE","","","","","","","","1132","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","132 CHEESESAUCE","2.34","2.34","","2.34","","132 CHEESESAUCE","","","","","","","","1133","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","133 CHEESESAUCE","2.34","2.34","","2.34","","133 CHEESESAUCE","","","","","","","","1134","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","134 CHEESESAUCE","2.34","2.34","","2.34","","134 CHEESESAUCE","","","","","","","","1135","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","135 CHEESESAUCE","2.34","2.34","","2.34","","135 CHEESESAUCE","","","","","","","","1136","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","136 CHEESESAUCE","2.34","2.34","","2.34","","136 CHEESESAUCE","","","","","","","","1137","","","","","","1","","","","","","","","","","",""
